"lat" "long" "year"
"153" 48.873515776 2.33833198139 2016
"154" 48.860348206 2.32305736958 2016
"155" 48.8279593629 2.34933233012 2016
"156" 48.8621803311 2.40200862554 2016
"157" 48.8817259657 2.3731832436 2016
"158" 48.8702796086 2.29969183542 2016
"159" 48.8831356655 2.31413755338 2016
"160" 48.8467999223 2.30038401405 2016
"161" 48.8668184434 2.29256833999 2016
"162" 48.8360946604 2.27942078327 2016
"163" 48.8495511114 2.29808896133 2016
"164" 48.8595169839 2.34924992989 2016
"165" 48.8465936921 2.33021488139 2016
"166" 48.8656534384 2.32931393828 2016
"167" 48.8450786004 2.35498745083 2016
"168" 48.8770559918 2.33399476329 2016
"169" 48.8624283678 2.27741317525 2016
"170" 48.8531515372 2.34031973119 2016
"171" 48.8588878817 2.35882574204 2016
"172" 48.8283416977 2.34284272291 2016
"173" 48.8943254068 2.34619583932 2016
"174" 48.8599826341 2.38727235226 2016
"175" 48.8599148607 2.38466995743 2016
"176" 48.8443798703 2.35437149796 2016
"177" 48.8408166642 2.35262424415 2016
"178" 48.8923494147 2.32598694557 2016
"179" 48.8836640205 2.3265183773 2016
"180" 48.872794192 2.3945812629 2016
"181" 48.8789017735 2.36770773706 2016
"182" 48.8674080037 2.35754226196 2016
"183" 48.8479993611 2.36559451341 2016
"184" 48.8798302966 2.34167257162 2016
"185" 48.8569937707 2.27290318131 2016
"186" 48.8623823228 2.38166927968 2016
"187" 48.8446661117 2.3226876979 2016
"188" 48.8739071096 2.37631614439 2016
"189" 48.8575583144 2.35055028486 2016
"190" 48.8631386542 2.40269505019 2016
"191" 48.8546995862 2.30682197052 2016
"192" 48.8709179458 2.34937660392 2016
"193" 48.8541060049 2.26590200468 2016
"194" 48.8843591504 2.34091264893 2016
"195" 48.8387287327 2.40451567667 2016
"196" 48.88636014 2.35385512591 2016
"197" 48.8709854797 2.3259290672 2016
"198" 48.8748670247 2.33812001646 2016
"199" 48.885759977 2.29485923111 2016
"200" 48.8567186196 2.38234535164 2016
"201" 48.850733297 2.29757431153 2016
"202" 48.8539093252 2.34124044412 2016
"203" 48.8627896233 2.38808656119 2016
"204" 48.8731300646 2.37520106403 2016
"205" 48.8587388804 2.31714147181 2016
"206" 48.8573647748 2.31755714561 2016
"207" 48.8597126663 2.36164198198 2016
"208" 48.8891363098 2.32690312666 2016
"209" 48.8580273434 2.38948610723 2016
"210" 48.8694863948 2.3812080663 2016
"211" 48.868163645 2.28469942391 2016
"212" 48.895587356 2.35844862986 2016
"213" 48.8828609622 2.29106958348 2016
"214" 48.8505808627 2.32986589078 2016
"215" 48.8594579085 2.39045417289 2016
"216" 48.8360373838 2.37365751346 2016
"217" 48.8924608097 2.34262276804 2016
"218" 48.8717690189 2.28223635104 2016
"219" 48.8476817912 2.32556823749 2016
"220" 48.8552443611 2.39065993801 2016
"221" 48.8648217685 2.28373138172 2016
"222" 48.8452609352 2.30936689711 2016
"223" 48.8660314477 2.34966928711 2016
"224" 48.8742459521 2.38696334155 2016
"225" 48.8518557442 2.26867365737 2016
"226" 48.8828332018 2.30537468824 2016
"227" 48.8711847619 2.32915260823 2016
"228" 48.8235009345 2.33448130496 2016
"229" 48.8596906813 2.32400095379 2016
"230" 48.8845773835 2.31752074121 2016
"231" 48.85811668 2.32053004887 2016
"232" 48.8396616459 2.34036807178 2016
"233" 48.8681988215 2.37650685524 2016
"234" 48.8483356699 2.37910160471 2016
"235" 48.8704332325 2.27895771783 2016
"236" 48.8436870327 2.39267199632 2016
"237" 48.8620001157 2.37734140401 2016
"238" 48.8359328678 2.3675812769 2016
"239" 48.8550612032 2.35978224264 2016
"240" 48.8942205308 2.32350991882 2016
"241" 48.8308458538 2.29519476179 2016
"242" 48.8664176328 2.27898232542 2016
"243" 48.8762469387 2.29536946175 2016
"244" 48.8764738963 2.32187306116 2016
"245" 48.8716364087 2.38641857585 2016
"246" 48.8280720013 2.33150379144 2016
"247" 48.8719739611 2.28878700649 2016
"248" 48.8338162967 2.30772056376 2016
"249" 48.8392622786 2.3525808492 2016
"250" 48.8635633057 2.36498772778 2016
"251" 48.8358667103 2.34449352269 2016
"252" 48.8616139222 2.36359983828 2016
"253" 48.8290810628 2.38424337291 2016
"254" 48.8428728816 2.40307219705 2016
"255" 48.8829634278 2.37627868134 2016
"256" 48.8491336036 2.3922207786 2016
"257" 48.8571024391 2.38645652738 2016
"258" 48.8687506194 2.34928160804 2016
"259" 48.8532796396 2.34165261623 2016
"260" 48.865422889 2.38598878959 2016
"261" 48.8368667952 2.34281303518 2016
"262" 48.8593651967 2.36117393203 2016
"263" 48.841296258 2.33428291372 2016
"264" 48.8245094191 2.33097127666 2016
"265" 48.8656059155 2.33400395766 2016
"266" 48.8688611446 2.37568812674 2016
"267" 48.8853884433 2.291704856 2016
"268" 48.8488052994 2.3978633444 2016
"269" 48.8447281352 2.28978826474 2016
"270" 48.8626869468 2.3761381755 2016
"271" 48.8769993743 2.40774974075 2016
"272" 48.8621020903 2.36566825669 2016
"273" 48.845624982 2.38081445098 2016
"274" 48.8363222644 2.37424349231 2016
"275" 48.8730495656 2.38148537173 2016
"276" 48.8696606914 2.39273014258 2016
"277" 48.8390670602 2.27739562881 2016
"278" 48.8564526089 2.36372779336 2016
"279" 48.8276908351 2.37237437071 2016
"280" 48.8908225522 2.32611630162 2016
"281" 48.8474280784 2.32368251348 2016
"282" 48.888562916 2.31832523709 2016
"283" 48.8195269353 2.35972936266 2016
"284" 48.8824155881 2.33488179374 2016
"285" 48.8694193552 2.30560261551 2016
"286" 48.8607738908 2.28059759888 2016
"287" 48.8801838699 2.35169443146 2016
"288" 48.8295159381 2.34611904181 2016
"289" 48.8436408012 2.25618402677 2016
"290" 48.826828759 2.3667867168 2016
"291" 48.8285849829 2.3421464734 2016
"292" 48.874679109 2.30726564005 2016
"293" 48.895430105 2.37637099636 2016
"294" 48.8921030428 2.32960716982 2016
"295" 48.8721499905 2.3527464206 2016
"296" 48.8826612098 2.3159950331 2016
"297" 48.8713567639 2.37554542078 2016
"298" 48.8822558792 2.31444652559 2016
"299" 48.8530851933 2.27326022665 2016
"300" 48.8259895042 2.32794519497 2016
"301" 48.8847760716 2.33174830201 2016
"302" 48.8702503737 2.34306270883 2016
"303" 48.8677763016 2.3869933993 2016
"304" 48.8715514429 2.39694815437 2016
"305" 48.8689508808 2.29819350948 2016
"306" 48.8612734219 2.36132000446 2016
"307" 48.882497954 2.36092860306 2016
"308" 48.8679082569 2.36902458623 2016
"309" 48.8496339238 2.3924794124 2016
"310" 48.8905197989 2.36062449744 2016
"311" 48.8645043066 2.40266563544 2016
"312" 48.8486552025 2.34648518859 2016
"313" 48.8453698648 2.32327050765 2016
"314" 48.8286289997 2.37042485682 2016
"315" 48.853215799 2.26926701826 2016
"316" 48.8673091311 2.34449389639 2016
"317" 48.8729736252 2.30459072353 2016
"318" 48.8782826987 2.32885832337 2016
"319" 48.8714736343 2.30859971009 2016
"320" 48.8427587174 2.32463571617 2016
"321" 48.8823919656 2.28359684274 2016
"322" 48.867647348 2.39978923869 2016
"323" 48.8448349873 2.26466862195 2016
"324" 48.8969291033 2.33383007474 2016
"325" 48.8797760522 2.32426884511 2016
"326" 48.8744998943 2.35391700443 2016
"327" 48.8677613999 2.32340121641 2016
"328" 48.8698580178 2.35058875273 2016
"329" 48.838974603 2.39243201338 2016
"330" 48.8530651967 2.3545272538 2016
"331" 48.8377132323 2.35699829096 2016
"332" 48.835661566 2.30973571789 2016
"333" 48.868270681 2.27425008616 2016
"334" 48.8362511189 2.3959331177 2016
"335" 48.8917573586 2.34489487874 2016
"336" 48.8881955315 2.31982487742 2016
"337" 48.866340155 2.35132823117 2016
"338" 48.8263222144 2.3576931408 2016
"339" 48.8442797512 2.2931362917 2016
"340" 48.8233908102 2.32616199645 2016
"341" 48.8915485546 2.32166002001 2016
"342" 48.8550675791 2.34148065774 2016
"343" 48.8732510524 2.32302383685 2016
"344" 48.825338179 2.35154950012 2016
"345" 48.8531980612 2.37086506825 2016
"346" 48.8581228476 2.34504737046 2016
"347" 48.8402743738 2.29450438633 2016
"348" 48.8759515067 2.39726851045 2016
"349" 48.8560465343 2.36277743513 2016
"350" 48.8600529232 2.27469689768 2016
"351" 48.8571364908 2.37810188893 2016
"352" 48.847898084 2.29866090786 2016
"353" 48.8511734379 2.33890339239 2016
"354" 48.8593396166 2.29684334648 2016
"355" 48.8291783853 2.30287288029 2016
"356" 48.8419353705 2.40295038245 2016
"357" 48.8535359592 2.34089005666 2016
"358" 48.8681163236 2.30225792054 2016
"359" 48.8922824872 2.3226151253 2016
"360" 48.839212655 2.32339688844 2016
"361" 48.8440293316 2.32776961411 2016
"362" 48.8668852694 2.27426465427 2016
"363" 48.8173388822 2.36554271518 2016
"364" 48.86854122 2.37251108329 2016
"365" 48.8491355932 2.32690556816 2016
"366" 48.8554554858 2.30880530774 2016
"367" 48.8485743477 2.28166940675 2016
"368" 48.857079024 2.38418917215 2016
"369" 48.8758181353 2.3053014731 2016
"370" 48.8419947643 2.34917225835 2016
"371" 48.8574587822 2.31723193594 2016
"372" 48.853438536 2.39561041385 2016
"373" 48.8792197868 2.2985223491 2016
"374" 48.8686140793 2.37605761945 2016
"375" 48.8680898581 2.38428245378 2016
"376" 48.8270595906 2.35784054049 2016
"377" 48.8714879442 2.31168235106 2016
"378" 48.8562167163 2.36774329773 2016
"379" 48.8534763823 2.276566243 2016
"380" 48.8759953717 2.34980729879 2016
"381" 48.8962213899 2.33019683381 2016
"382" 48.8717570562 2.28899865444 2016
"383" 48.8499125133 2.35275582984 2016
"384" 48.8767669158 2.35594495288 2016
"385" 48.8833351925 2.36835718619 2016
"386" 48.8397903402 2.26410665403 2016
"387" 48.8278384939 2.30995523989 2016
"388" 48.8475303146 2.32607623651 2016
"389" 48.8473983121 2.37141284499 2016
"390" 48.8749408882 2.39521018354 2016
"391" 48.896608094 2.3290937858 2016
"392" 48.8800034349 2.29601352959 2016
"393" 48.8971833544 2.32342426488 2016
"394" 48.8544729483 2.32344824568 2016
"395" 48.8883077908 2.30098632985 2016
"396" 48.8818766223 2.32470993679 2016
"397" 48.8649321748 2.35048928939 2016
"398" 48.848411819 2.37841301714 2016
"399" 48.8320798352 2.33632939236 2016
"400" 48.8738158792 2.35349047586 2016
"401" 48.8339333723 2.33005183974 2016
"402" 48.8761623935 2.2906856136 2016
"403" 48.8726854397 2.32482376464 2016
"404" 48.8559443589 2.33733225261 2016
"405" 48.866118075 2.32906646669 2016
"406" 48.8659269124 2.37672969337 2016
"407" 48.8527142302 2.39167093553 2016
"408" 48.8534198622 2.39321444903 2016
"409" 48.84063028 2.33907415016 2016
"410" 48.8813428606 2.36369361932 2016
"411" 48.8408963425 2.30802412612 2016
"412" 48.8499842135 2.35038460289 2016
"413" 48.851440262 2.2894734896 2016
"414" 48.8575501621 2.37654859386 2016
"415" 48.8724613836 2.39473519839 2016
"416" 48.8425152108 2.35326524651 2016
"417" 48.8562012303 2.29132682401 2016
"418" 48.8383044591 2.29363379072 2016
"419" 48.8702871757 2.36051845819 2016
"420" 48.8790920371 2.32876479231 2016
"421" 48.8638539355 2.3497979553 2016
"422" 48.8674930357 2.34788602326 2016
"423" 48.8485364732 2.34781192101 2016
"424" 48.8496612568 2.37640023352 2016
"425" 48.8731673158 2.32442475283 2016
"426" 48.8784295092 2.3836384892 2016
"427" 48.8616698349 2.35425234331 2016
"428" 48.8701895563 2.34165357815 2016
"429" 48.8865208441 2.31181398759 2016
"430" 48.8686433087 2.33441270356 2016
"431" 48.8656314536 2.28426755594 2016
"432" 48.8798038813 2.35400277459 2016
"433" 48.8811243121 2.3126511991 2016
"434" 48.8531621202 2.40941401317 2016
"435" 48.8793983952 2.39504945432 2016
"436" 48.8322310801 2.32207332639 2016
"437" 48.8433546519 2.29194156282 2016
"438" 48.8918553777 2.32095144087 2016
"439" 48.8381575631 2.29398866408 2016
"440" 48.8687431599 2.33643996651 2016
"441" 48.8547989808 2.40045949472 2016
"442" 48.8500491556 2.34944399512 2016
"443" 48.8402888116 2.30261575818 2016
"444" 48.8886675439 2.32531070545 2016
"445" 48.8627388902 2.33876530475 2016
"446" 48.8749849375 2.28843847162 2016
"447" 48.8426938883 2.30435227378 2016
"448" 48.864678823 2.3472195779 2016
"449" 48.8650599339 2.35583995113 2016
"450" 48.8483992572 2.33977658054 2016
"451" 48.8538130434 2.26917898692 2016
"452" 48.8664342788 2.29875939211 2016
"453" 48.8400756473 2.27888865128 2016
"454" 48.8817833258 2.32603978404 2016
"455" 48.824194724 2.35714940249 2016
"456" 48.8692608148 2.37716255611 2016
"457" 48.8848065624 2.34008075881 2016
"458" 48.8876331482 2.33406266846 2016
"459" 48.8555222583 2.36317727851 2016
"460" 48.8856975057 2.3553663291 2016
"461" 48.8787568755 2.30437518723 2016
"462" 48.84611795 2.38061254819 2016
"463" 48.8319296513 2.35088994547 2016
"464" 48.8429055865 2.38354566025 2016
"465" 48.8536820706 2.40271721164 2016
"466" 48.8562086642 2.35983509484 2016
"467" 48.86979606 2.34801847252 2016
"468" 48.8584460237 2.35307100032 2016
"469" 48.8564909557 2.36788751496 2016
"470" 48.8840909618 2.33281250406 2016
"471" 48.8754880321 2.39015491286 2016
"472" 48.8336744458 2.30103382444 2016
"473" 48.8490885591 2.27342533727 2016
"474" 48.8313674702 2.34454980164 2016
"475" 48.8590744591 2.36727145141 2016
"476" 48.862977778 2.27334386199 2016
"477" 48.8709854797 2.3259290672 2016
"478" 48.8794130347 2.34501704579 2016
"479" 48.8263981935 2.37361286324 2016
"480" 48.8854037354 2.30276637969 2016
"481" 48.8743608752 2.37005555159 2016
"482" 48.841914364 2.37540638415 2016
"483" 48.8451137254 2.29725996734 2016
"484" 48.8510894566 2.31908539845 2016
"485" 48.8769917464 2.35076245602 2016
"486" 48.8661981865 2.35111064415 2016
"487" 48.8909880431 2.32637360518 2016
"488" 48.8576702688 2.37818586997 2016
"489" 48.83548724 2.32640321468 2016
"490" 48.8626187581 2.36403352544 2016
"491" 48.8490365141 2.37774095298 2016
"492" 48.837408806 2.28451788461 2016
"493" 48.8577169867 2.39788770592 2016
"494" 48.8757832708 2.36839321915 2016
"495" 48.8875945452 2.32459872215 2016
"496" 48.8709854797 2.3259290672 2016
"497" 48.835975249 2.35127044282 2016
"498" 48.859562096 2.36050430132 2016
"499" 48.8744957997 2.3358002145 2016
"500" 48.8796939841 2.39415851405 2016
"501" 48.8317859267 2.33460439387 2016
"502" 48.8507982946 2.38338377143 2016
"503" 48.8711278918 2.30563424568 2016
"504" 48.8349252973 2.32030570935 2016
"505" 48.8667151747 2.3248692815 2016
"506" 48.8492513242 2.26757244267 2016
"507" 48.844608294 2.33220070766 2016
"508" 48.8459611091 2.35210031343 2016
"509" 48.846537926 2.38398859794 2016
"510" 48.8733140098 2.32650063435 2016
"511" 48.862576151 2.34813030417 2016
"512" 48.846377893 2.35231898818 2016
"513" 48.884675976 2.34052636978 2016
"514" 48.859950248 2.34841730067 2016
"515" 48.8738342028 2.33880777468 2016
"516" 48.8414828575 2.39532185493 2016
"517" 48.8612734219 2.36132000446 2016
"518" 48.8893799006 2.33180397967 2016
"519" 48.8395024511 2.39173494319 2016
"520" 48.8775867425 2.32252946106 2016
"521" 48.8511351402 2.34833287501 2016
"522" 48.8886675439 2.32531070545 2016
"523" 48.8300903927 2.3283232262 2016
"524" 48.8603584234 2.34386689306 2016
"525" 48.8390825343 2.36044335493 2016
"526" 48.8885386389 2.30537948619 2016
"527" 48.850876393 2.34766239104 2016
"528" 48.8723478347 2.32108010971 2016
"529" 48.8820371954 2.34182398242 2016
"530" 48.8651505798 2.38206185862 2016
"531" 48.8796253705 2.31980660788 2016
"532" 48.8525001936 2.36421339662 2016
"533" 48.8607814876 2.28562256434 2016
"534" 48.8838107413 2.29875126039 2016
"535" 48.8744789056 2.33277668409 2016
"536" 48.880357976 2.30677559683 2016
"537" 48.8891187003 2.33702576543 2016
"538" 48.8340135754 2.34301949535 2016
"539" 48.8234568538 2.33386913162 2016
"540" 48.8366149386 2.28357426787 2016
"541" 48.8401072598 2.25690488715 2016
"542" 48.8833889097 2.30522202396 2016
"543" 48.8696435834 2.33505074655 2016
"544" 48.8521291241 2.3547333073 2016
"545" 48.8385244503 2.25793367656 2016
"546" 48.8573411034 2.2867459741 2016
"547" 48.8731010992 2.36453363575 2016
"548" 48.872223076 2.33670397132 2016
"549" 48.8826215016 2.28893207057 2016
"550" 48.8674455136 2.36076725696 2016
"551" 48.8337865659 2.35590657184 2016
"552" 48.8245524983 2.32956275931 2016
"553" 48.8667660718 2.2911247378 2016
"554" 48.8845152439 2.34149354441 2016
"555" 48.8298208886 2.34325478244 2016
"556" 48.8739307057 2.33721600404 2016
"557" 48.8577184741 2.38223545997 2016
"558" 48.8659880995 2.39846265572 2016
"559" 48.8422259637 2.31456880959 2016
"560" 48.8463452308 2.41268046006 2016
"561" 48.868365666 2.34330280795 2016
"562" 48.858372016 2.34568185518 2016
"563" 48.8473918372 2.31414610681 2016
"564" 48.8899306292 2.33485621078 2016
"565" 48.8558418451 2.36363316263 2016
"566" 48.8841692548 2.33465576796 2016
"567" 48.8400885379 2.39460703089 2016
"568" 48.8723245162 2.36325503252 2016
"569" 48.8996775034 2.32603834749 2016
"570" 48.8695575139 2.33199262169 2016
"571" 48.8412897798 2.27735242394 2016
"572" 48.8706369374 2.29166438185 2016
"573" 48.8777181946 2.349838275 2016
"574" 48.8514238371 2.26839708562 2016
"575" 48.8685588265 2.32959060231 2016
"576" 48.8543357887 2.38150046472 2016
"577" 48.8626625014 2.385519807 2016
"578" 48.8710741573 2.343797575 2016
"579" 48.8567122571 2.36620225835 2016
"580" 48.8609570801 2.32360686622 2016
"581" 48.8434718731 2.35314497811 2016
"582" 48.8511800066 2.33583767318 2016
"583" 48.8503521747 2.34307781354 2016
"584" 48.8477335075 2.38799076976 2016
"585" 48.8534891769 2.40985314984 2016
"586" 48.8558615435 2.27626747116 2016
"587" 48.8871598115 2.33635349384 2016
"588" 48.8463124361 2.34361117701 2016
"589" 48.8246742681 2.3273324323 2016
"590" 48.8573198601 2.35435115773 2016
"591" 48.8817709411 2.39867790421 2016
"592" 48.8647173753 2.28492305881 2016
"593" 48.8701182689 2.30309964066 2016
"594" 48.8408323458 2.31274807898 2016
"595" 48.8534771386 2.34473075944 2016
"596" 48.8721445542 2.35429192169 2016
"597" 48.8427359067 2.39705646871 2016
"598" 48.8758326904 2.35736124656 2016
"599" 48.8665387279 2.34283927219 2016
"600" 48.866772474 2.32904482249 2016
"601" 48.8588405991 2.38009894543 2016
"602" 48.8594414201 2.35029429387 2016
"603" 48.8560656498 2.40890936031 2016
"604" 48.8687883077 2.33273316342 2016
"605" 48.8379510581 2.26189316595 2016
"606" 48.8592362072 2.30638211966 2016
"607" 48.8711968881 2.34948954607 2016
"608" 48.8814665231 2.37319110047 2016
"609" 48.8482050996 2.29659812977 2016
"610" 48.8861016524 2.30824260624 2016
"611" 48.8716039673 2.35968600973 2016
"612" 48.852335511 2.40650741026 2016
"613" 48.8763509265 2.29645214947 2016
"614" 48.8618985314 2.36403081999 2016
"615" 48.860423621 2.3554323384 2016
"616" 48.8282462651 2.32969417181 2016
"617" 48.8420626925 2.29997076059 2016
"618" 48.8386839087 2.30582200714 2016
"619" 48.8714164517 2.30689994652 2016
"620" 48.8899977393 2.33740296902 2016
"621" 48.8801899537 2.3247747167 2016
"622" 48.8736165536 2.31625341997 2016
"623" 48.8841906096 2.34908900112 2016
"624" 48.8956312287 2.33825377927 2016
"625" 48.8509019333 2.37628197866 2016
"626" 48.8704249156 2.34807818054 2016
"627" 48.8638100255 2.34733839389 2016
"628" 48.8575221636 2.31873062227 2016
"629" 48.8568717137 2.3588233669 2016
"630" 48.8440798988 2.29876278359 2016
"631" 48.8573993234 2.32048136398 2016
"632" 48.8833060577 2.33901874441 2016
"633" 48.8208889131 2.35608503121 2016
"634" 48.8763904888 2.34503034163 2016
"635" 48.8318512847 2.31059256214 2016
"636" 48.8923967447 2.37510532413 2016
"637" 48.846702712 2.26261568152 2016
"638" 48.8632707969 2.35309080259 2016
"639" 48.8812954102 2.39100141692 2016
"640" 48.8501584595 2.38249269526 2016
"641" 48.850135385 2.35035084957 2016
"642" 48.8505967937 2.38549555156 2016
"643" 48.8825223729 2.29934838991 2016
"644" 48.8700315482 2.30484756962 2016
"645" 48.8718416292 2.3635497825 2016
"646" 48.8369841308 2.3052674085 2016
"647" 48.8658516867 2.38265842327 2016
"648" 48.8468690974 2.32535818724 2016
"649" 48.8726646562 2.34072310659 2016
"650" 48.8483115914 2.29009292705 2016
"651" 48.8575794462 2.33138128568 2016
"652" 48.8788361988 2.34428725218 2016
"653" 48.8696006036 2.36084679626 2016
"654" 48.8804948523 2.32608343222 2016
"655" 48.8851217265 2.33331803319 2016
"656" 48.840234189 2.32461455721 2016
"657" 48.8533172907 2.38371766023 2016
"658" 48.8430965958 2.40950458289 2016
"659" 48.8410135612 2.38665858225 2016
"660" 48.8703147722 2.3428506044 2016
"661" 48.8817421318 2.38074046137 2016
"662" 48.8469058519 2.28319773127 2016
"663" 48.8716198295 2.35654474096 2016
"664" 48.8693601112 2.37246695294 2016
"665" 48.8602882864 2.36696811921 2016
"666" 48.8347217807 2.40182642426 2016
"667" 48.8707087452 2.31097988626 2016
"668" 48.8651900928 2.36345193695 2016
